HG2412_PATCH	NW_019805502.1
GL000155.2	NT_011520.13
KZ559101.1	chr3_KZ559101v1_alt
KN196483.1	chr13_KN196483v1_fix
KI270478.1	NT_187245.1
NT_187507.1	chrUn_KI270752v1
KI270819.1	NT_187574.1
HG2058_PATCH	chr1_KN196473v1_fix
HG1298_PATCH	chr4_ML143347v1_fix
HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1	NT_187672.1
MU273396.1	NW_025791819.1
GJ211986.2	NT_187238.1
HG2509_PATCH	ML143366.1
HSCHR19LRC_LRC_J_CTG3_1	NW_003571057.2
HG2023_PATCH	chr4_KQ983257v1_fix
HSCHR6_1_CTG9	NT_187557.1
NT_187528.1	chr2_KI270768v1_alt
ML143348.1	chr4_ML143348v1_fix
HSCHR8_7_CTG1	KI270926.1
KI270593.1	chrUn_KI270593v1
HG2021_PATCH	KN196484.1
KN196482.1	NW_009646204.1
KI270366.1	chrUn_KI270366v1
HG2235_PATCH	chr3_KQ031385v1_fix
NT_187534.1	chr3_KI270782v1_alt
HSCHR7_2_CTG4_4	chr7_KI270809v1_alt
NT_187648.1	chr2_KI270894v1_alt
GL383530.1	chr5_GL383530v1_alt
HG2471_PATCH	ML143373.1
HSCHR3_7_CTG2_1	KZ559101.1
HG76_PATCH	chr8_KZ208915v1_fix
GJ211930.1	NT_187215.1
HG2216_PATCH	chr13_KN196483v1_fix
KZ208914.1	NW_018654716.1
KI270592.1	NT_187295.1
ML143371.1	chr15_ML143371v1_fix
GL383554.1	NW_003315943.1
HSCHR1_1_CTG11	KI270760.1
18	chr18
HSCHR17_13_CTG4	chr17_MU273378v1_alt
HSCHR1_2_CTG32_1	KI270761.1
HG2334_PATCH	NW_013171807.1
CM000664.2	chr2
KI270864.1	chr18_KI270864v1_alt
HSCHR13_1_CTG2	KI270839.1
KI270742.1	chrUn_KI270742v1
HSCHR6_1_CTG6	KI270799.1
KZ208905.1	chr1_KZ208905v1_alt
HSCHR16_2_CTG3_1	NW_003315946.1
KI270930.1	chr19_KI270930v1_alt
NT_187492.1	chrUn_KI270373v1
NW_025791779.1	chr5_MU273356v1_alt
HSCHRX_2_CTG12	chrX_KI270881v1_alt
NT_187650.1	chr4_KI270896v1_alt
MU273358.1	chr7_MU273358v1_alt
HG2198_PATCH	ML143370.1
HSCHR19KIR_FH05_A_HAP_CTG3_1	NT_187674.1
HG1_PATCH	KZ208920.1
NW_009646196.1	chr1_KN196474v1_fix
GJ212107.1	KI270586.1
GL000244.1	NT_167238.1
KI270927.1	chr11_KI270927v1_alt
HG2275_PATCH	NW_025791765.1
GL000066.2	NT_008183.20
KI270863.1	NT_187617.1
HG2266_PATCH	chr7_KV880765v1_fix
KV880766.1	chr8_KV880766v1_fix
HG2114_PATCH	KZ559109.1
KI270422.1	NT_187416.1
HG2568_PATCH	NW_025791793.1
HSCHR8_4_CTG1	chr8_KI270818v1_alt
HSCHR19KIR_T7526_A_HAP_CTG3_1	KI270915.1
HG2471_PATCH	NW_021160019.1
GJ212118.2	KI270620.1
KV880768.1	chr16_KV880768v1_fix
KQ090018.1	chr9_KQ090018v1_alt
HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1	KI270918.1
NT_187566.1	chr8_KI270814v1_alt
GL000033.2	NT_022517.19
NT_187527.1	chr2_KI270776v1_alt
GL383552.1	HSCHR12_2_CTG2_1
KI270854.1	NT_187610.1
HG1817_1_PATCH	chr13_ML143363v1_fix
HSCHR3_1_CTG3	chr3_KI270779v1_alt
GJ211955.2	NT_187227.1
HSCHR4_3_CTG12	chr4_KI270786v1_alt
MU273388.1	NW_025791811.1
KI270792.1	chr5_KI270792v1_alt
MU273370.1	chr11_MU273370v1_fix
KZ559105.1	NW_019805492.1
NW_003315958.1	chr18_GL383569v1_alt
KV575244.1	NW_016107298.1
NT_187671.1	chr19_KI270917v1_alt
KQ458382.1	chr1_KQ458382v1_alt
HG1296_PATCH	NW_021159994.1
HSCHR8_2_CTG7	chr8_KI270815v1_alt
NT_187447.1	chrUn_KI270587v1
KI270895.1	NT_187649.1
HG76_PATCH	NW_018654717.1
MU273385.1	NW_025791808.1
KI270886.1	chr19_KI270886v1_alt
NW_015495300.1	chr4_KQ983257v1_fix
KI270412.1	chrUn_KI270412v1
HSCHR5_9_CTG1	NW_018654712.1
HSCHR22_5_CTG1	chr22_KN196486v1_alt
KI270406.1	NT_187213.1
NW_025791783.1	chr8_MU273360v1_fix
HSCHR19KIR_HG2396_CTG3_1	NW_016107314.1
MU273361.1	NW_025791784.1
KI270936.1	chr3_KI270936v1_alt
NW_017363818.1	chr17_KV766197v1_alt
HSCHR10_1_CTG2	NW_003315935.1
HG2461_PATCH	chr19_MU273384v1_fix
HSCHR5_6_CTG1	NT_187551.1
HSCHR3_4_CTG3	NT_187678.1
HSCHR11_1_CTG3_1	NW_019805498.1
NW_013171799.1	chr4_KQ090013v1_alt
HSCHR5_4_CTG1	KI270792.1
MT	chrM
GL383566.1	chr17_GL383566v1_alt
22	chr22
HG1708_PATCH	KV766195.1
HG2057_PATCH	chr6_KZ208911v1_fix
HG287_PATCH	MU273351.1
HSCHR19KIR_FH13_BA2_HAP_CTG3_1	KI270932.1
KN196486.1	chr22_KN196486v1_alt
HSCHR16_4_CTG3_1	chr16_KQ090027v1_alt
MU273374.1	NW_025791797.1
KN196481.1	chr11_KN196481v1_fix
NT_187525.1	chr2_KI270770v1_alt
KI270744.1	chrUn_KI270744v1
GJ212042.1	NT_187258.1
NW_025791758.1	chr1_MU273335v1_fix
KI270905.1	NT_187660.1
NW_017852930.1	chr7_KV880765v1_fix
HSCHR22_1_CTG4	NT_187630.1
NW_017852933.1	chr16_KV880768v1_fix
NW_021160014.1	chr14_ML143368v1_alt
HSCHR7_3_CTG4_4	KZ208913.1
HSCHR5_7_CTG1	NW_009646199.1
NW_016107303.1	chr19_KV575249v1_alt
KI270335.1	chrUn_KI270335v1
